scenario,trajectories,eval_start_step,mean_visible_measurements_per_traj,fit_success_rate,best_recursive_observed_method,wls_gain_vs_best_recursive_observed_percent,wls_gain_vs_best_recursive_all_step_percent,batchwls_all_step_pos_rmse_m,batchwls_all_step_vel_rmse_mps,batchwls_median_traj_pos_rmse_m,batchwls_max_traj_pos_rmse_m,batchwls_failure_rate_100km,batchwls_observed_step_pos_rmse_m,batchwls_zero_visible_pos_rmse_m,batchwls_observed_steps,batchwls_zero_visible_steps,ekf_all_step_pos_rmse_m,ekf_all_step_vel_rmse_mps,ekf_median_traj_pos_rmse_m,ekf_max_traj_pos_rmse_m,ekf_failure_rate_100km,ekf_observed_step_pos_rmse_m,ekf_zero_visible_pos_rmse_m,ekf_observed_steps,ekf_zero_visible_steps,ukf_all_step_pos_rmse_m,ukf_all_step_vel_rmse_mps,ukf_median_traj_pos_rmse_m,ukf_max_traj_pos_rmse_m,ukf_failure_rate_100km,ukf_observed_step_pos_rmse_m,ukf_zero_visible_pos_rmse_m,ukf_observed_steps,ukf_zero_visible_steps,aukf_all_step_pos_rmse_m,aukf_all_step_vel_rmse_mps,aukf_median_traj_pos_rmse_m,aukf_max_traj_pos_rmse_m,aukf_failure_rate_100km,aukf_observed_step_pos_rmse_m,aukf_zero_visible_pos_rmse_m,aukf_observed_steps,aukf_zero_visible_steps
force_model_mismatch_test,48,11,26.041666666666668,0.7916666666666666,EKF,-324.04559130564905,2.1532728915768744,8107.802252105941,10.022571705260209,4760.289169653186,46254.76280438872,0.0,1903.0566770690095,15732.317931835138,1079,4153,8286.227339133944,10.148595933109839,4270.162797750275,46254.76280438872,0.0,448.78586550315055,16107.442205812196,1079,4153,8287.244342032604,10.150075842120401,4072.4893134390504,46242.29714625956,0.0,469.40639725179784,16109.266856349574,1079,4153,8291.903743553328,10.146665370455244,4147.778331146899,46242.29714625956,0.0,526.3917466162163,16117.868739919772,1079,4153
