scenario,method,traj_id,traj_pos_rmse_m,traj_vel_rmse_mps
test,KalmanNetGain,21,4285.104930313548,4.327200575860732
test,KalmanNetGain,22,1005.8297912835351,3.0596338782220807
test,KalmanNetGain,23,1525.150511643929,1.9243963456970685
test,KalmanNetGain,24,5651.710838751128,5.994913803079826
test,KalmanNetGain,25,1030.7373076180472,0.973809057466091
test,KalmanNetGain,26,526.3053876167537,1.2103276932767717
test,KalmanNetGain,27,6371.480765057171,6.592166611780348
test,KalmanNetGain,28,5239.844257535764,9.595785621584987
test,KalmanNetGain,29,1062.444475271737,2.8036117859644536
test,KalmanNetGain,30,987.0809536973929,3.302146813830011
test,KalmanNetGain,31,265.4031465513887,0.33025874427548174
test,KalmanNetGain,32,4134.492400024346,6.296255164640965
test,KalmanNetGain,33,14512.611438625503,17.04244560816624
test,KalmanNetGain,34,1399.4059932768864,2.0420059710291127
test,KalmanNetGain,35,3520.428067962281,3.7580083557528714
test,KalmanNetGain,36,6969.388488278779,6.392956539141873
test,KalmanNetGain,37,13000.894082049963,16.82323587403119
test,KalmanNetGain,38,1717.0257156471796,2.9215238687349854
test,KalmanNetGain,39,810.6888857197763,1.6525936669615693
test,KalmanNetGain,40,475.89268090395257,0.8937564445335018
test,KalmanNetGain,41,11435.544006778295,8.903876963887491
test,KalmanNetGain,42,1967.5680607242418,3.3008189337430696
test,KalmanNetGain,43,16392.31490253551,19.39938533365399
test,KalmanNetGain,44,2161.2596468891807,3.500205129677511
test,KalmanNetGain,45,449.1821631502073,0.8073178697799976
test,KalmanNetGain,46,914.5374839937097,1.1408468424715814
test,KalmanNetGain,47,3901.569210445877,5.885972561974962
test,KalmanNetGain,48,633.7278268629473,0.4774241252689625
test,KalmanNetGain,49,1936.4010432022906,3.6411323442798107
test,KalmanNetGain,50,4543.348162488643,7.275427537489014
test,KalmanNetGain,51,2411.7482912400255,2.2624431279293495
test,KalmanNetGain,52,1411.7997015740152,1.9565049185720362
test,KalmanNetGain,53,16453.74028562152,15.291923639311587
test,KalmanNetGain,54,2650.818337811819,4.889705329430326
test,KalmanNetGain,55,3858.3693335408557,5.4934663985839265
test,KalmanNetGain,56,503.41831846251165,0.892324781073192
test,KalmanNetGain,57,528.1377812410097,0.9675253404997852
test,KalmanNetGain,58,6759.401794822696,8.975104899257143
test,KalmanNetGain,59,7692.25056239297,5.333273474688985
test,KalmanNetGain,60,1406.3450434029348,2.2295136387233643
test,KalmanNetGain,61,22098.777338681964,25.297729299194458
test,KalmanNetGain,62,10488.851576061132,10.969551212139766
test,KalmanNetGain,63,2511.3818029569493,2.077766936366586
test,NoGraphResidual,0,12906.789788839795,16.241164639371227
test,NoGraphResidual,1,174.77236284911496,0.3334071533661738
test,NoGraphResidual,2,151.25791963702966,0.5350033499863309
test,NoGraphResidual,3,1952.7089864523007,2.4662062120066177
test,NoGraphResidual,4,96.06340059876965,0.2061123919140889
test,NoGraphResidual,5,1199.175662136503,2.8301708002896118
test,NoGraphResidual,6,3975.864448405094,5.77198292827488
test,NoGraphResidual,7,8801.207231105727,7.263927263843879
test,NoGraphResidual,8,287.9721314179256,0.6753493299127041
test,NoGraphResidual,9,259.1521762867841,0.6421674700582253
test,NoGraphResidual,10,6740.861484586955,6.7674718093186135
test,NoGraphResidual,11,7885.804247453183,10.5854323377156
test,NoGraphResidual,12,1033.4289698244156,1.1132827320851615
test,NoGraphResidual,13,603.5667681003301,1.0070897235127365
test,NoGraphResidual,14,735.7235707341742,1.498255634311674
test,NoGraphResidual,15,1058.8721413167325,0.971839250188737
test,NoGraphResidual,16,972.1080446356214,0.9587400832451549
test,NoGraphResidual,17,2478.285736279209,2.0790641179355522
test,NoGraphResidual,18,933.1633845168692,2.3466109796545678
test,NoGraphResidual,19,1031.3728511522668,2.9348319311112454
test,NoGraphResidual,20,1427.0517866055416,1.7877827169739715
test,NoGraphResidual,21,4283.507989705106,4.324548861400749
test,NoGraphResidual,22,1001.8179363725168,3.0865709206961514
test,NoGraphResidual,23,1519.6474009519466,1.9129590297628039
test,NoGraphResidual,24,5651.710838751128,5.995878261027347
test,NoGraphResidual,25,1029.8402889356082,0.9328593605275893
test,NoGraphResidual,26,463.0076365455242,1.213144732467005
test,NoGraphResidual,27,6371.480765057171,6.599633918073853
test,NoGraphResidual,28,5238.795714607624,9.579229401844403
test,NoGraphResidual,29,1055.9775220152856,2.7998827870061103
test,NoGraphResidual,30,979.5977612172768,3.2975047991655697
test,NoGraphResidual,31,249.6512539920202,0.30921086228916694
test,NoGraphResidual,32,4129.410782893114,6.293743202919123
test,NoGraphResidual,33,14512.61143804825,17.053061026536227
test,NoGraphResidual,34,1386.5304720349336,1.8942977702986377
test,NoGraphResidual,35,3519.6535730474798,3.748053782863964
test,NoGraphResidual,36,6969.388491234153,6.400603803322985
test,NoGraphResidual,37,12996.2014459173,16.80557978847265
test,NoGraphResidual,38,1716.1643637544075,2.87313980463565
test,NoGraphResidual,39,804.1788304798908,1.6470810127523883
test,NoGraphResidual,40,464.03097454261786,0.8655618565995045
test,NoGraphResidual,41,11435.544006778295,8.898628101725896
test,NoGraphResidual,42,1962.2778081820356,3.293639284340868
test,NoGraphResidual,43,16392.31489733221,19.39827054884655
test,NoGraphResidual,44,2157.707900104053,3.495405635812177
